id,title,price,link_item,discount_percent,sold_quantity,rating,details
418,adidas Phong cách sống Áo Thun Graphic Logo Future Icons adidas Sportswear Nam Đen H39747,665000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-ao-thun-graphic-logo-future-icons-adidas-sportswear-nam-den-h39747-i1642402819.html,5,623,4.3,Dáng loose fit Cổ tròn bo gân 70 cotton 29 tái chế 30 polyester tái chế Logo graphic ở mặt trước Có những khi cần chăm chỉ nỗ lực và sau đó là lúc để tĩnh lặng Cả hai đều thể hiện sức mạnh Bất kể ở tốc độ nào chiếc áo thun adidas này sẽ đồng hành cùng bạn Chất liệu mềm mại tạo độ rủ trên cơ thể cùng kiểu dáng suông rộng casual cho cảm giác thoải mái tuyệt đối Logo graphic ở mặt trước thể hiện trọn vẹn quyết tâm trong bạn như thể còn chưa đủ rõ ràng
419,adidas Phong cách sống Quần Short 8 Inch Logo Future Icons Trẻ em Màu xanh da trời IS4418,595000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-short-8-inch-logo-future-icons-tre-em-mau-xanh-da-troi-is4418-i2479603444.html,30,23,3.9,Dáng loose fit Cạp chun có dây rút Vải dệt kim đôi làm từ 67 cotton 33 polyester tái chế Các túi hai bên Chuẩn bị sẵn sàng nghỉ ngơi Chiếc quần short thiếu niên adidas cạp cao vừa này là lựa chọn hoàn hảo khi thư giãn tại nhà Chất vải dệt kim đôi làm từ cotton và polyester mềm mại cùng kiểu dáng suông rộng ở ống chân để bạn tha hồ vươn vai Sản phẩm này có chứa tối thiểu 70 hỗn hợp các chất liệu tái chế và có thể tái tạo
420,adidas Phong cách sống Track pants SST Adicolor Trẻ em Màu xanh da trời IN4758,805000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-track-pants-sst-adicolor-tre-em-mau-xanh-da-troi-in4758-i2286896098.html,30,14,4,Dáng regular fit Cạp chun có dây rút Vải dệt tricot làm từ 100 polyester tái chế Chất vải bóng Các túi khóa kéo phía trước Gấu quần có gân bo Tự tin khoe phong cách hoài cổ Lên đồ đúng chất adidas với chiếc quần track pants thiếu niên Logo Ba Lá thêu nổi cùng 3 Sọc mang đậm phong cách OG Độ bóng đặc trưng của vải tricot tạo điểm nhấn cho outfit của bạn Mẫu quần này may bằng vải công nghệ Primeblue chất liệu tái chế hiệu năng cao có sử dụng sợi Parley Ocean Plastic
421,adidas Tập luyện Bộ 1 Đôi Tất Cổ Thấp Designed 4 Sport Performance Unisex trắng HT3436,350000,https://www.lazada.vn/products/adidas-tap-luyen-bo-1-doi-tat-co-thap-designed-4-sport-performance-unisex-trang-ht3436-i2154385647.html,0,9,4.3,Chiều dài đến mắt cá chân Vải dệt kim làm từ 84 polyester tái chế 9 nylon tái chế 7 elastane FORMOTION HEATRDY Nâng đỡ vòm bàn chân Tất trái và tất phải khác nhau Tập trung vào tư thế cơ thể thay vì bận tâm vào đôi tất Mục tiêu quan trọng hơn cả của đôi tất adidas chuyên dụng này là giảm thiểu sao lãng Cảm nhận giác mát mẻ khô thoáng và tự tin nhờ công nghệ HEATRDY thoáng khí và thấm hút ẩm Mỗi bàn chân vừa với một chiếc tất vì mỗi chiếc được thiết kế riêng cho bên trái hoặc phải Tăng cường nâng đỡ nhờ công nghệ FORMOTION và vải lưới ở vị trí thích hợp giúp bạn thoải mái suốt buổi tập Làm từ một loạt chất liệu tái chế và có chứa tối thiểu 40 thành phần tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
422,adidas Tập luyện Áo Thun Designed for Training Nam Màu xanh da trời HB9205,665000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-ao-thun-designed-for-training-nam-mau-xanh-da-troi-hb9205-i2155059291.html,30,84,4.5,Dáng slim fit Cổ tròn Vải single jersey làm từ 81 polyester tái chế 14 lyocell 5 elastane Công nghệ AEROREADY thấm hút ẩm Sản phẩm này có sử dụng sợi cellulose tái tạo từ gỗ trồng bền vững Bất kể bạn đang tập thêm một rep ở phòng gym hay tranh thủ tập luyện tại nhà chiếc áo thun Designed for Training sẽ giúp bạn tập luyện hiệu quả Nâng tạ kéo xà và bứt phá giới hạn nhờ cảm giác nâng đỡ tuyệt đối đến từ các đường cắt linh hoạt và chất liệu elastane co giãn giúp bạn tự do vận động trong bài tập thể lực thân trên Các đường may bố trí thông minh trên vai áo tay áo và hai bên thân áo giúp hạn chế chà xát đồng thời kết cấu độc đáo sẽ giúp bạn vươn người không chút gò bó Sử dụng các chất liệu thấm hút hoặc thoát mồ hôi các sản phẩm adidas AEROREADY duy trì cảm giác khô ráo khi bạn vận động
423,adidas Tập luyện Quần Tập Nam Đen HA6365,1012500,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-quan-tap-nam-den-ha6365-i2662623358.html,25,53,3.8,Dáng regular fit và cạp cao vừa Cạp chun có dây rút 87 polyester tái chế 13 elastane Công nghệ AEROREADY thấm hút ẩm Các túi khóa kéo phía trước Quần tập ống côn luôn là lựa chọn đúng đắn Bạn đã tìm thấy chiếc quần adidas mới của mình Duy trì cảm giác khô ráo và thoải mái từ lúc tập luyện tới khi đi chơi nhờ công nghệ AEROREADY thấm hút ẩm Các chi tiết phản quang nâng tầm phong cách của bạn Giữ các vật dụng thiết yếu an toàn và chắc chắn trong các túi khóa kéo Làm từ một loạt chất liệu tái chế và có chứa tối thiểu 60 thành phần tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
424,adidas Chạy Quần Short Marathon 20 Nữ Màu tím HC1769,760000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-quan-short-marathon-20-nu-mau-tim-hc1769-i2154810627.html,5,20,4,Dáng regular fit và cạp cao vừa Cạp chun có dây rút Vải dệt trơn làm từ 100 polyester tái chế Mềm mại và thoáng khí Túi đựng chìa khóa Quần lót bên trong bằng vải lưới Diện kiến món đồ tập chủ lực Mềm mại và thoáng khí chiếc quần short chạy bộ adidas này vừa đậm chất thể thao vừa siêu thoải mái Chất vải AEROREADY giúp đánh bay hơi ẩm trên da và tập trung vào chạy bộ Giờ đây bạn đã sẵn sàng cho tất cả Sản phẩm này có sử dụng chất liệu tái chế thể hiện mong muốn của chúng tôi hướng tới chấm dứt rác thải nhựa
425,adidas Tập luyện Áo Thun Thể Thao Feelready Designed to Move AEROREADY Nam Màu xanh da trời HD4115,712500,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-ao-thun-the-thao-feelready-designed-to-move-aeroready-nam-mau-xanh-da-troi-hd4115-i2662768736.html,5,13,3.6,Dáng regular fit Cổ tròn Vải single jersey làm từ 65 polyester tái chế 35 cotton Công nghệ AEROREADY thấm hút ẩm Thiết kế FreeLift Đường may chéo bên hông Vạt sau dài hơn Từ buổi tập sáng sớm tới buổi chiều chạy bộ chiếc áo thun adidas này duy trì cảm giác thoải mái khi vận động Công nghệ AEROREADY kiểm soát ẩm đảm bảo cảm giác khô ráo khi di chuyển Thiết kế FreeLift cho phạm vi chuyển động tối đa và cố định vị trí khi thực hiện các động tác giơ tay qua đầu Vạt sau dài hơn giúp che chắn kín đáo
426,adidas Chạy Tất Chạy Bộ UB23 HEATRDY Unisex trắng HT4812,450000,https://www.lazada.vn/products/adidas-chay-tat-chay-bo-ub23-heatrdy-unisex-trang-ht4812-i2268937560.html,0,5,4,Chiều dài 12 bắp chân 71 nylon tái chế 25 polyester tái chế 4 elastane Vải lưới thoáng khí HEATRDY FORMOTION Sợi vải chống phồng rộp ở ngón chân và gót chân Tất trái và tất phải khác nhau Là một runner bạn đòi hỏi rất nhiều từ đôi chân của mình Hãy chăm sóc chúng thật tốt với đôi tất chạy bộ adidas này Bạn sẽ luôn thấy mát mẻ trong suốt nhiều km nhờ công nghệ HEATRDY và lớp vải lưới thoáng khí Công nghệ FORMOTION ôm chân linh hoạt và hỗ trợ ở những vị trí cần thiết còn đường may phẳng ở đầu ngón chân đảm bảo không có phồng rộp xảy ra Đệm lót gót chân nâng niu từng sải bước Làm từ một loạt chất liệu tái chế và có chứa tối thiểu 40 thành phần tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
427,adidas Phong cách sống Mũ Bucket Cotton Classic Unisex Be IR7895,550000,https://www.lazada.vn/products/adidas-phong-cach-song-mu-bucket-cotton-classic-unisex-be-ir7895-i2495549891.html,0,21,3.9,Lớp ngoài Vải ripstop làm từ 100 cotton Viền thấm mồ hôi Vải lưới làm từ 100 polyester tái chế Logo thêu Chiếc mũ thể thao bảo vệ đôi mắt không bị chói nắng Chiếc mũ bucket adidas này làm từ vải ripstop cotton mềm mại mà cứng cáp với thiết kế kinh điển và bạn sẽ muốn đội từ năm này qua năm khác Viền thấm mồ hôi bằng vải lưới tăng cảm giác thông thoáng Các sản phẩm cotton của chúng tôi hỗ trợ ngành trồng bông bền vững hơn
428,adidas Quần vợt Áo polo 3 Sọc Tennis Club Nam Xám HB8028,637500,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-quan-vot-ao-polo-3-soc-tennis-club-nam-xam-hb8028-i2107354543.html,25,1,3.3,Dáng regular fit Cổ polo hai khuy Vải dệt interlock làm từ 100 polyester tái chế Thấm hút ẩm Các mảng phối lưới trên vai và bên hông Miếng can dưới cánh tay Chơi theo cách của riêng bạn Chiếc áo polo tennis AEROREADY này thấm hút ẩm để giúp bạn tìm thấy nhịp điệu của riêng mình Các mảng phối lưới trên vai và bên hông tăng cường lưu thông khí và giảm thời gian nghỉ hồi sức Áo có sử dụng chất liệu tái chế thể hiện cam kết của adidas hướng tới chấm dứt rác thải nhựa Sản phẩm này may bằng vải công nghệ Primegreen thuộc dòng chất liệu tái chế hiệu năng cao
429,adidas Tập luyện Quần Short 3 Sọc Thể Thao Primeblue Designed To Move Nam Màu xanh da trời HF7189,760000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-quan-short-3-soc-the-thao-primeblue-designed-to-move-nam-mau-xanh-da-troi-hf7189-i2183964789.html,5,113,4.4,Dáng regular fit Cạp chun có dây rút Vải piqué làm từ 100 polyester tái chế Thấm hút ẩm Túi khóa kéo hai bên Chinh phục mục tiêu tập luyện và hoàn thành todo list thật suôn sẻ với chiếc quần short này Bất kể chạy bộ buổi sáng tập luyện buổi chiều hay đi chơi tối với bạn bè hãy tận hưởng cảm giác thoải mái suốt ngày dài nhờ kiểu dáng casual và mềm mại Huy hiệu thể thao adidas và 3 Sọc giúp bạn ghi điểm phong cách trong mọi hoạt động Sản phẩm này may bằng vải công nghệ Primeblue chất liệu tái chế hiệu năng cao có sử dụng sợi Parley Ocean Plastic
430,adidas Phong cách sống Quần Short Sọc Graphic Rằn Ri Nam Đen IJ0635,1520000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-short-soc-graphic-ran-ri-nam-den-ij0635-i2732497001.html,5,6,3.6,Dáng regular fit Cạp chun có dây rút 70 cotton 30 polyester tái chế Các túi mở phía trước Nói đến phong cách rằn ri là thiết kế classic mọi thời đại Chiếc quần short adidas này thể hiện đúng tinh thần ấy với 3 Sọc in họa tiết rằn ri độc đáo đến từ các nhà thiết kế của chính chúng tôi Chất vải cotton mềm mại mang đến cảm giác thoải mái vượt trội cùng logo Ba Lá thương hiệu hoàn thiện phong cách biểu tượng Chúng tôi hợp tác với Better Cotton nhằm cải thiện ngành trồng bông trên toàn cầu Better Cotton góp phần cải thiện quy trình sản xuất bông toàn cầu cho người sản xuất cho môi trường trồng trọt và cho tương lai của ngành trồng bông Better Cotton được khai thác thông qua mô hình chuỗi hành trình sản phẩm có tên gọi là cân bằng khối lượng Điều này có nghĩa là Better Cotton không thể truy xuất nguồn gốc từ thành phẩm tuy nhiên người nông dân Better Cotton hưởng lợi từ nhu cầu sử dụng Better Cotton tương ứng với khối lượng chúng tôi khai thác
431,adidas Chạy Giày Ultraboost 5 Nam Xám IH7709,3675000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-ultraboost-5-nam-xam-ih7709-i2661762476.html,25,24,3.3,Dáng regular fit Có dây giày Thân giày bằng vải dệt Lớp lót bằng vải dệt Torsion System Đệm Light BOOST V2 Trọng lượng 292 g size UK 85 Đế ngoài Continental Rubber Được cải tiến nhằm mang lại cảm giác êm ái hơn thoải mái hơn và nhẹ nhàng hơn cho buổi chạy hoàn toàn khác biệt giày Ultraboost 5 khai phá năng lượng chạy bộ của bạn Đế giữa của đôi giày này sử dụng đệm Light BOOST V2 là hệ thống đệm hoàn trả năng lượng tối ưu của adidas Giày Ultraboost 5 cũng tích hợp hệ thống đúc nâng đỡ gót giày bên ngoài cho độ nâng đỡ vượt trội tại các vị trí cần thiết Thân giày PRIMEKNIT cho độ ôm tối ưu cùng hệ thống Torsion System của chúng tôi mang đến khả năng định hướng đỉnh cao cho bước chạy của bạn Và cuối cùng là độ bám đẳng cấp thế giới của đế ngoài Continental cho độ ma sát và chuyển động hoàn hảo Sản phẩm này có chứa tối thiểu 20 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm thiểu lãng phí và hạn chế phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
432,adidas Phong cách sống Tất Thể Thao Cổ Cao Có Đệm Unisex trắng HT3444,150000,https://www.lazada.vn/products/adidas-phong-cach-song-tat-the-thao-co-cao-co-dem-unisex-trang-ht3444-i2119908971.html,0,65,4.8,Chiều dài 12 bắp chân 62 cotton 36 polyester tái chế 1 elastane 1 nylon tái chế Nâng đỡ vòm bàn chân Lớp đệm mềm mại nâng niu mũi chân và gót chân Đường may liền ở mũi chân Đôi tất cổ cao adidas này được tô điểm logo tinh tế cho vẻ ngoài classic và đậm chất thể thao Chất liệu pha cotton và polyester cho cảm giác mềm mại trên da và đường may liền ở mũi chân vừa vặn êm ái trong đôi sneaker Lớp đệm ở mũi và gót chân giúp bạn luôn thoải mái từ sáng tới đêm Sản phẩm này có chứa tối thiểu 50 hỗn hợp chất liệu tái chế và có thể tái tạo
